groupId,group_size,num_items,strategy,gold_label,llama,mistral,gemma,phi
483,8,10,MPL,"['item_1', 'item_10', 'item_3', 'item_4', 'item_5', 'item_7', 'item_8', 'item_9']",['item_8'],"['item_8', 'item_10']",['item_8'],"['item_1', 'item_3', 'item_4', 'item_5', 'item_7', 'item_8', 'item_9', 'item_10']"
484,2,10,APP,"['item_1', 'item_3', 'item_5', 'item_6']",['item_1'],"['item_1', 'item_8', 'item_9']","['item_1', 'item_8']","['item_1', 'item_3', 'item_5', 'item_6']"
485,8,10,ADD,['item_1'],"['item_2', 'item_9']","['item_6', 'item_9']","['item_2', 'item_4']",['item_1']
486,4,10,ADD,['item_9'],['item_2'],"['item_5', 'item_9']","['item_2', 'item_9']",['item_9']
487,2,10,MPL,"['item_5', 'item_8']",['item_4'],"['item_4', 'item_6', 'item_8', 'item_9']",['item_8'],"['item_5', 'item_8']"
488,8,10,APP,['item_5'],"['item_1', 'item_2']","['item_4', 'item_5']","['item_1', 'item_2']","['item_5', 'item_6']"
489,8,10,APP,['item_10'],"['item_3', 'item_6']","['item_3', 'item_6']","['item_3', 'item_6']",['item_10']
490,2,10,MPL,['item_6'],['item_2'],"['item_6', 'item_9']",['item_2'],['item_6']
491,4,10,MPL,"['item_10', 'item_2']",['item_2'],"['item_2', 'item_9']",['item_2'],"['item_2', 'item_10']"
492,8,10,APP,"['item_2', 'item_3']","['item_2', 'item_8']","['item_8', 'item_9']","['item_2', 'item_4']",['item_3']
493,4,10,APP,"['item_2', 'item_3', 'item_5', 'item_6', 'item_7', 'item_8']",['item_3'],"['item_3', 'item_8']","['item_3', 'item_8']","['item_2', 'item_3', 'item_5', 'item_6', 'item_7', 'item_8']"
494,4,10,ADD,"['item_10', 'item_5']","['item_2', 'item_4']","['item_5', 'item_9']","['item_2', 'item_4', 'item_5']","['item_5', 'item_10']"
495,8,10,ADD,['item_8'],"['item_2', 'item_8']","['item_6', 'item_8', 'item_9']","['item_2', 'item_4']",['item_8']
496,4,10,APP,['item_10'],"['item_1', 'item_6']","['item_1', 'item_5', 'item_6', 'item_8', 'item_9']","['item_1', 'item_6', 'item_8']",['item_10']
497,8,10,ADD,['item_3'],"['item_2', 'item_3']","['item_3', 'item_9']",['item_2'],['item_3']
498,8,10,APP,['item_5'],"['item_1', 'item_3']","['item_3', 'item_5', 'item_7', 'item_9']","['item_3', 'item_7']",['item_5']
499,8,10,LMS,"['item_1', 'item_2', 'item_9']","['item_2', 'item_9']","['item_3', 'item_9']",['item_1'],"['item_1', 'item_2', 'item_9']"
500,4,10,LMS,['item_8'],['item_6'],"['item_6', 'item_8', 'item_9']",['item_8'],['item_8']
501,4,25,LMS,"['item_10', 'item_20', 'item_7']",['item_20'],"['item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20']","['item_1', 'item_9', 'item_10', 'item_13', 'item_14', 'item_16', 'item_18', 'item_20']","['item_7', 'item_10', 'item_20']"
502,2,25,ADD,['item_13'],"['item_24', 'item_19']","['item_6', 'item_11', 'item_12', 'item_13', 'item_18', 'item_19']","['item_12', 'item_13']",['item_13']
503,8,25,APP,['item_10'],['item_10'],"['item_7', 'item_8', 'item_10', 'item_13', 'item_15', 'item_17', 'item_18', 'item_20']","['item_7', 'item_10']",['item_10']
504,8,25,ADD,['item_5'],['item_21'],"['item_5', 'item_6', 'item_16']",['item_2'],['item_5']
505,4,25,ADD,['item_2'],['item_18'],"['item_7', 'item_18']","['item_2', 'item_7']",['item_2']
506,4,25,ADD,['item_23'],"['item_10', 'item_23']","['item_10', 'item_25']","['item_10', 'item_23']",['item_23']
507,2,25,LMS,['item_4'],['item_25'],"['item_4', 'item_5', 'item_8', 'item_13', 'item_14', 'item_15', 'item_16', 'item_22']","['item_5', 'item_8']",['item_4']
508,4,25,ADD,['item_17'],"['item_11', 'item_12']","['item_6', 'item_11', 'item_14', 'item_17', 'item_22', 'item_23']","['item_6', 'item_11', 'item_17', 'item_14']",['item_17']
509,2,25,ADD,['item_13'],"['item_7', 'item_13']","['item_7', 'item_13', 'item_16', 'item_17', 'item_21']","['item_7', 'item_13', 'item_21']",['item_13']
510,2,25,APP,"['item_13', 'item_15', 'item_5', 'item_7']","['item_5', 'item_6', 'item_7', 'item_8', 'item_11', 'item_13', 'item_14', 'item_15', 'item_16', 'item_24']","['item_5', 'item_11']","['item_5', 'item_11']","['item_5', 'item_7', 'item_13', 'item_15']"
511,4,25,MPL,"['item_11', 'item_12', 'item_13', 'item_18', 'item_20', 'item_24', 'item_4', 'item_6', 'item_8']","['item_3', 'item_7']","['item_3', 'item_12', 'item_14', 'item_18']","['item_6', 'item_3', 'item_8']","['item_6', 'item_12', 'item_20']"
512,8,25,APP,"['item_17', 'item_4']",['item_9'],"['item_17', 'item_9']","['item_4', 'item_17']",['item_1']
513,2,25,ADD,['item_6'],"['item_6', 'item_22']","['item_6', 'item_18']","['item_6', 'item_4']",['item_6']
514,4,25,APP,"['item_1', 'item_13', 'item_14', 'item_19', 'item_2', 'item_4', 'item_8', 'item_9']","['item_1', 'item_4']","['item_4', 'item_16', 'item_19']","['item_4', 'item_9']","['Item_1', 'Item_2', 'Item_4', 'Item_8', 'Item_9', 'Item_13', 'Item_14', 'Item_19', 'Item_23']"
515,4,25,MPL,"['item_10', 'item_14', 'item_15', 'item_19', 'item_20', 'item_23', 'item_3', 'item_4', 'item_7', 'item_9']","['item_20', 'item_21']","['item_9', 'item_10', 'item_19', 'item_20']","['item_2', 'item_9', 'item_10', 'item_14', 'item_15', 'item_19', 'item_20']","['item_9', 'item_19', 'item_14']"
516,8,25,LMS,['item_20'],['item_21'],"['item_3', 'item_10', 'item_21']",['item_7'],"['item_3', 'item_11', 'item_21']"
517,4,25,LMS,['item_14'],"['item_10', 'item_14']","['item_10', 'item_14', 'item_17', 'item_24']","['item_1', 'item_4', 'item_8', 'item_9', 'item_10', 'item_12', 'item_13', 'item_14', 'item_17', 'item_18', 'item_20', 'item_22']",['item_14']
518,8,25,ADD,['item_11'],['item_11'],"['item_5', 'item_10', 'item_11', 'item_13', 'item_15', 'item_17']",['item_2'],['item_11']
519,2,25,APP,"['item_20', 'item_5', 'item_8']","['item_1', 'item_2', 'item_3', 'item_5', 'item_8', 'item_15', 'item_16', 'item_17', 'item_18', 'item_20']","['item_5', 'item_8', 'item_10', 'item_12', 'item_16', 'item_17', 'item_19', 'item_20']","['item_2', 'item_8']","['item_5', 'item_8', 'item_20']"
520,8,25,ADD,['item_15'],['item_15'],"['item_8', 'item_14', 'item_15', 'item_20']",['item_2'],['item_10']
521,8,25,ADD,"['item_7', 'item_8']",['item_2'],"['item_12', 'item_8', 'item_7']","['item_2', 'item_3', 'item_7', 'item_8', 'item_9', 'item_11', 'item_12', 'item_15', 'item_18', 'item_20']","['item_7', 'item_8']"
522,4,25,ADD,['item_19'],"['item_13', 'item_14']","['item_8', 'item_13', 'item_14', 'item_19']","['item_2', 'item_18']",['item_19']
523,8,25,LMS,"['item_20', 'item_4']",['item_1'],"['item_3', 'item_12', 'item_15', 'item_17']",['item_1'],['item_9']
524,8,25,ADD,['item_25'],['item_11'],"['item_6', 'item_10', 'item_11', 'item_16', 'item_17']","['item_2', 'item_4', 'item_6', 'item_9', 'item_11', 'item_17', 'item_21']",['Item_14']
525,2,25,ADD,['item_18'],"['item_18', 'item_21']","['item_15', 'item_18', 'item_19']",['item_2'],['item_18']
526,4,25,APP,"['item_15', 'item_16', 'item_18']",['item_15'],"['item_7', 'item_18']","['item_15', 'item_24']","['Item_15', 'Item_16', 'Item_18']"
528,2,25,APP,"['item_25', 'item_4', 'item_7', 'item_8']","['item_7', 'item_8']","['item_7', 'item_8']","['item_7', 'item_8']","['item_4', 'item_7', 'item_8', 'item_25']"
529,4,25,ADD,['item_17'],['item_17'],"['item_7', 'item_17', 'item_24']","['item_2', 'item_17', 'item_10']",['item_17']
530,8,25,APP,['item_7'],['item_20'],"['item_1', 'item_7', 'item_8', 'item_9', 'item_15', 'item_16', 'item_17', 'item_18', 'item_23']","['item_1', 'item_7', 'item_8']","['Item_6', 'Item_7']"
532,2,25,LMS,['item_17'],['item_17'],"['item_12', 'item_17']","['item_12', 'item_17']",['item_17']
533,2,25,ADD,"['item_18', 'item_24', 'item_4']","['item_2', 'item_11', 'item_12', 'item_18', 'item_24']","['item_4', 'item_11', 'item_18']","['item_12', 'item_18', 'item_21', 'item_24']","['item_4', 'item_18', 'item_24']"
534,4,25,APP,"['item_3', 'item_8', 'item_9']","['item_1', 'item_3']","['item_3', 'item_5', 'item_9', 'item_16', 'item_17']","['item_1', 'item_4', 'item_7']","['Item_3', 'Item_8', 'Item_9']"
535,4,25,LMS,['item_20'],"['item_1', 'item_2']","['item_4', 'item_14', 'item_23']",['item_1'],['item_20']
536,4,25,ADD,['item_1'],"['item_10', 'item_9']","['item_5', 'item_9', 'item_10', 'item_24']","['item_10', 'item_9']",['item_1']
537,4,25,APP,"['item_1', 'item_20', 'item_5']",['item_8'],"['item_7', 'item_20', 'item_21', 'item_23', 'item_24']","['item_7', 'item_8', 'item_21']","['Item_1', 'Item_5', 'Item_20']"
538,2,25,ADD,"['item_1', 'item_19']","['item_11', 'item_15']","['item_11', 'item_15', 'item_18']","['item_2', 'item_11']","['item_1', 'item_19']"
539,8,25,ADD,['item_4'],['item_6'],"['item_6', 'item_4', 'item_18']","['item_6', 'item_4']",['item_4']
540,8,25,ADD,['item_25'],['item_22'],"['item_17', 'item_21']",['item_2'],['item_25']
541,2,25,LMS,['item_4'],"['item_4', 'item_14']","['item_4', 'item_14']","['item_4', 'item_12']",['item_4']
542,8,25,ADD,['item_12'],['item_22'],"['item_6', 'item_10', 'item_18']","['item_2', 'item_6', 'item_10', 'item_18']",['item_12']
543,2,25,ADD,['item_4'],"['item_12', 'item_11']","['item_14', 'item_18']",['item_2'],['item_4']
544,4,25,APP,['item_10'],['item_10'],"['item_10', 'item_22']","['item_10', 'item_22']","['Item_10', 'Item_22']"
546,8,25,APP,"['item_21', 'item_24']",['item_21'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_6', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25']","['item_21', 'item_1']","['item_3', 'item_25']"
547,2,25,ADD,"['item_12', 'item_19', 'item_24']","['item_12', 'item_24']","['item_12', 'item_24']","['item_12', 'item_15', 'item_19', 'item_24']","['item_12', 'item_19', 'item_24']"
548,2,25,APP,"['item_1', 'item_11', 'item_13', 'item_15', 'item_25', 'item_3', 'item_5']","['item_5', 'item_11']","['item_3', 'item_5', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_18', 'item_19', 'item_21', 'item_22', 'item_23', 'item_24']","['item_3', 'item_5', 'item_11']","['item_1', 'item_3', 'item_5', 'item_11', 'item_13', 'item_15', 'item_25']"
549,4,25,MPL,"['item_10', 'item_11', 'item_13', 'item_19', 'item_2', 'item_20', 'item_23', 'item_25', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3']","['item_2', 'item_10', 'item_13', 'item_15', 'item_18', 'item_20', 'item_21', 'item_22', 'item_24']",['item_2'],"['Item 2', 'Item 3', 'Item 4', 'Item 5', 'Item 10', 'Item 11', 'Item 13', 'Item 19', 'Item 20', 'Item 23']"
550,2,25,LMS,"['item_10', 'item_14', 'item_21', 'item_24', 'item_5', 'item_9']","['item_10', 'item_14']","['item_10', 'item_16', 'item_17', 'item_19', 'item_21']","['item_10', 'item_9', 'item_14']",['item_24']
551,2,25,ADD,['item_14'],"['item_14', 'item_20']","['item_6', 'item_14', 'item_20', 'item_24']","['item_2', 'item_6', 'item_9', 'item_14', 'item_18', 'item_20']",['item_14']
552,4,25,APP,"['item_11', 'item_14', 'item_16', 'item_21', 'item_22', 'item_25', 'item_3']",['item_3'],"['item_3', 'item_9', 'item_14', 'item_16', 'item_17', 'item_18', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24']","['item_3', 'item_14']","['Item_3', 'Item_11', 'Item_14', 'Item_16', 'Item_20']"
553,4,25,ADD,['item_14'],"['item_10', 'item_14']","['item_6', 'item_15', 'item_20']","['item_2', 'item_4', 'item_6', 'item_10', 'item_15', 'item_19']",['item_14']
554,2,25,MPL,"['item_11', 'item_18', 'item_19', 'item_9']",['item_19'],"['item_18', 'item_19']",['item_18'],"['item_9', 'item_18']"
555,2,25,MPL,"['item_10', 'item_11', 'item_13', 'item_24']","['item_10', 'item_11']","['item_7', 'item_11', 'item_13', 'item_19', 'item_20']",['item_20'],"['item_11', 'item_24']"
556,8,25,MPL,"['item_1', 'item_10', 'item_12', 'item_16', 'item_17', 'item_19', 'item_2', 'item_21', 'item_23', 'item_24', 'item_3', 'item_5', 'item_9']",['item_2'],"['item_10', 'item_9', 'item_23', 'item_4', 'item_7']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_9', 'item_12', 'item_16', 'item_17', 'item_24']"
557,4,25,APP,"['item_20', 'item_21', 'item_23', 'item_5', 'item_8']",['item_5'],"['item_15', 'item_20', 'item_24']","['item_7', 'item_14', 'item_20']","['Item_5', 'Item_8', 'Item_20', 'Item_21']"
558,4,25,ADD,"['item_12', 'item_16']","['item_22', 'item_16']","['item_6', 'item_12', 'item_14', 'item_19', 'item_25']","['item_12', 'item_16']","['item_12', 'item_16']"
559,2,25,ADD,"['item_12', 'item_17']","['item_12', 'item_17']","['item_12', 'item_17']","['item_12', 'item_7', 'item_20']","['item_12', 'item_17']"
560,4,25,ADD,['item_3'],"['item_15', 'item_8']","['item_3', 'item_15', 'item_9', 'item_20']","['item_3', 'item_10', 'item_9', 'item_24']",['item_3']
561,4,25,ADD,['item_16'],"['item_16', 'item_12']","['item_3', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9', 'item_12', 'item_16', 'item_20']","['item_6', 'item_9', 'item_16']",['item_16']
562,4,25,ADD,['item_8'],['item_2'],"['item_8', 'item_9', 'item_17', 'item_23', 'item_24']","['item_2', 'item_8', 'item_9']",['item_8']
563,4,25,ADD,['item_8'],"['item_2', 'item_7']","['item_7', 'item_15', 'item_24']",['item_2'],['item_8']
564,4,25,APP,['item_11'],['item_11'],"['item_7', 'item_11', 'item_23']","['item_11', 'item_23']",['Item_11']
565,4,25,LMS,['item_6'],['item_21'],"['item_6', 'item_12', 'item_21']","['item_6', 'item_21']",['Item 6']
566,4,25,LMS,['item_13'],['item_20'],"['item_3', 'item_17', 'item_20']","['item_3', 'item_8', 'item_12', 'item_17', 'item_20']",['Item 13']
568,2,25,LMS,['item_15'],['item_18'],"['item_7', 'item_12']",['item_1'],['item_15']
569,2,25,LMS,['item_5'],['item_25'],"['item_5', 'item_6', 'item_19']","['item_5', 'item_6']",['item_5']
570,4,25,LMS,"['item_18', 'item_5']",['item_18'],"['item_5', 'item_18', 'item_19']","['item_4', 'item_5', 'item_18']","['Item 5', 'Item 18']"
571,8,25,APP,['item_19'],"['item_7', 'item_10']","['item_7', 'item_17']","['item_7', 'item_10']","['item_2', 'item_3', 'item_7', 'item_8']"
572,8,25,ADD,['item_19'],['item_2'],"['item_7', 'item_19']","['item_2', 'item_10']",['item_10']
573,8,25,LMS,"['item_15', 'item_24', 'item_7', 'item_9']",['item_25'],"['item_7', 'item_9']",['item_1'],['item_8']
574,8,25,LMS,"['item_10', 'item_11', 'item_12', 'item_24', 'item_8']",['item_20'],"['item_3', 'item_10', 'item_11', 'item_20']","['item_3', 'item_7']",['item_1']
575,8,25,ADD,['item_19'],['item_21'],"['item_10', 'item_21']","['item_20', 'item_11', 'item_19']",['item_10']
576,2,25,ADD,['item_19'],"['item_19', 'item_18']","['item_7', 'item_18', 'item_19']",['item_6'],['item_19']
577,4,25,APP,['item_5'],['item_17'],"['item_3', 'item_5', 'item_17', 'item_24']","['item_3', 'item_5', 'item_11']",['Item_5']
579,8,25,MPL,"['item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_16', 'item_17', 'item_2', 'item_21', 'item_22', 'item_23', 'item_4', 'item_5', 'item_7', 'item_8']",['item_7'],"['item_4', 'item_7', 'item_9', 'item_10', 'item_13', 'item_15', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_24']",['item_2'],"['item_2', 'item_4', 'item_5', 'item_7', 'item_8', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_16', 'item_17', 'item_21', 'item_22', 'item_23']"
580,8,25,ADD,['item_13'],['item_21'],"['item_8', 'item_9', 'item_13', 'item_20', 'item_21', 'item_24']","['item_21', 'item_9', 'item_13']",['item_8']
581,4,25,ADD,['item_8'],"['item_10', 'item_23']","['item_4', 'item_10', 'item_23', 'item_25']","['item_10', 'item_2']",['item_8']
583,4,25,ADD,['item_24'],['item_19'],"['item_3', 'item_15', 'item_17', 'item_24']","['item_2', 'item_3', 'item_14', 'item_19']",['item_24']
584,2,25,MPL,"['item_1', 'item_14', 'item_16', 'item_19', 'item_2', 'item_20', 'item_22', 'item_25']","['item_14', 'item_16']","['item_2', 'item_14', 'item_16', 'item_17', 'item_19']",['item_2'],"['item_1', 'item_2', 'item_14', 'item_16', 'item_19', 'item_20', 'item_22', 'item_25']"
585,4,25,ADD,"['item_10', 'item_15']",['item_10'],"['item_4', 'item_10', 'item_11', 'item_13', 'item_15', 'item_17', 'item_21', 'item_22', 'item_24']","['item_10', 'item_12', 'item_13', 'item_15']","['item_10', 'item_15']"
586,8,25,APP,"['item_1', 'item_10', 'item_12', 'item_13']",['item_1'],"['item_7', 'item_10', 'item_15', 'item_16']","['item_1', 'item_3', 'item_7']","['item_1', 'item_11', 'item_12', 'item_14', 'item_23', 'item_24']"
587,4,25,MPL,"['item_11', 'item_15', 'item_16', 'item_19', 'item_5', 'item_6', 'item_8', 'item_9']",['item_16'],"['item_5', 'item_6', 'item_15', 'item_16', 'item_19']","['item_11', 'item_16', 'item_19']","['item_5', 'item_6', 'item_8', 'item_9', 'item_11', 'item_15', 'item_16', 'item_19', 'item_25']"
588,4,25,APP,"['item_11', 'item_12', 'item_13', 'item_17', 'item_2', 'item_22', 'item_4', 'item_5', 'item_8']","['item_1', 'item_2']","['item_5', 'item_16']","['item_5', 'item_17']","['Item_2', 'Item_4', 'Item_5', 'Item_8', 'Item_11', 'Item_12', 'Item_13', 'Item_17']"
589,2,25,ADD,['item_12'],"['item_12', 'item_13']","['item_6', 'item_8', 'item_12', 'item_14', 'item_17', 'item_19']","['item_2', 'item_16', 'item_18', 'item_19']",['item_12']
590,4,25,MPL,"['item_14', 'item_15', 'item_16', 'item_17', 'item_22', 'item_23', 'item_6', 'item_7']",['item_10'],"['item_3', 'item_12', 'item_14', 'item_17', 'item_20', 'item_22']",['item_2'],"['Item 6', 'Item 16', 'Item 17']"
591,2,25,ADD,['item_14'],"['item_14', 'item_15']","['item_4', 'item_9', 'item_10', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_23', 'item_24']","['item_2', 'item_4', 'item_9', 'item_14']",['item_14']
592,8,25,APP,['item_6'],['item_20'],"['item_18', 'item_20']","['item_1', 'item_2']",['item_6']
593,2,25,ADD,['item_11'],"['item_11', 'item_24']","['item_9', 'item_11', 'item_14', 'item_15', 'item_17', 'item_18', 'item_19', 'item_20', 'item_22', 'item_23', 'item_24']",['item_2'],['item_11']
594,2,25,MPL,"['item_1', 'item_10', 'item_12', 'item_13', 'item_15', 'item_18', 'item_5']",['item_18'],"['item_18', 'item_5']",['item_2'],"['item_1', 'item_12', 'item_18']"
595,4,25,LMS,"['item_17', 'item_21']",['item_17'],"['item_3', 'item_5', 'item_7', 'item_12', 'item_17', 'item_18']","['item_3', 'item_17']","['Item 17', 'Item 21']"
596,4,25,ADD,"['item_2', 'item_22']","['item_22', 'item_23']","['item_13', 'item_20']","['item_2', 'item_12']","['item_2', 'item_22']"
597,4,25,LMS,['item_10'],['item_5'],"['item_5', 'item_10', 'item_19']","['item_7', 'item_10', 'item_19', 'item_23']","['item_5', 'item_8']"
598,2,25,ADD,['item_6'],"['item_2', 'item_6']","['item_2', 'item_6', 'item_10', 'item_12', 'item_14', 'item_17', 'item_19', 'item_22']",['item_2'],['item_6']
599,2,25,APP,"['item_17', 'item_20']","['item_17', 'item_18', 'item_20']","['item_5', 'item_17', 'item_20']","['item_3', 'item_17', 'item_20']","['item_17', 'item_20']"
600,8,25,ADD,['item_11'],['item_22'],"['item_13', 'item_9']","['item_2', 'item_9', 'item_11', 'item_13', 'item_18', 'item_22']",['item_11']
601,8,25,ADD,['item_13'],['item_21'],"['item_3', 'item_9', 'item_10', 'item_13', 'item_20', 'item_21']","['item_3', 'item_9']",['item_14']
602,8,25,ADD,['item_23'],['item_2'],"['item_3', 'item_6', 'item_12', 'item_15', 'item_23']","['item_2', 'item_6', 'item_14', 'item_24']",['item_12']
603,2,25,LMS,['item_7'],"['item_7', 'item_16']","['item_7', 'item_10', 'item_13', 'item_14', 'item_17', 'item_19']",['item_7'],['item_7']
604,2,25,ADD,['item_6'],"['item_6', 'item_7']","['item_6', 'item_7', 'item_16', 'item_19', 'item_23']",['item_7'],['item_6']
605,8,25,ADD,['item_6'],['item_4'],"['item_6', 'item_7', 'item_15', 'item_18']",['item_2'],['item_6']
606,2,25,APP,"['item_11', 'item_17', 'item_4', 'item_5']","['item_1', 'item_4']","['item_4', 'item_11', 'item_18']","['item_4', 'item_11']","['item_4', 'item_5', 'item_11', 'item_17']"
607,2,25,MPL,"['item_10', 'item_12', 'item_17', 'item_21', 'item_22']","['item_22', 'item_17']","['item_17', 'item_22']",['item_22'],"['item_10', 'item_12', 'item_17', 'item_22']"
608,8,25,APP,['item_17'],['item_1'],"['item_1', 'item_2', 'item_5', 'item_6', 'item_11', 'item_14', 'item_15', 'item_18', 'item_21']","['item_2', 'item_4']","['Item_9', 'Item_11']"
609,2,25,ADD,['item_17'],"['item_12', 'item_21']","['item_17', 'item_8', 'item_23']","['item_12', 'item_7']",['item_17']
610,4,25,APP,['item_3'],['item_3'],"['item_3', 'item_10', 'item_15', 'item_17']","['item_3', 'item_10']",['Item_3']
612,2,25,LMS,['item_21'],"['item_14', 'item_21']","['item_2', 'item_4', 'item_6', 'item_7', 'item_9', 'item_10', 'item_11', 'item_13', 'item_14', 'item_15', 'item_17', 'item_18', 'item_21', 'item_23', 'item_24']",['item_2'],['item_21']
613,4,25,ADD,['item_12'],"['item_12', 'item_20']","['item_6', 'item_14', 'item_22']","['item_2', 'item_12']",['item_12']
614,4,25,APP,"['item_12', 'item_16', 'item_2', 'item_22']",['item_1'],"['item_17', 'item_22']","['item_10', 'item_22']","['Item_2', 'Item_12', 'Item_16', 'Item_22', 'Item_25']"
615,2,25,ADD,['item_20'],"['item_21', 'item_20']","['item_3', 'item_7', 'item_16', 'item_20', 'item_21']",['item_20'],['item_20']
617,8,25,MPL,"['item_11', 'item_12', 'item_13', 'item_14', 'item_16', 'item_17', 'item_18', 'item_20', 'item_21', 'item_22', 'item_23', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_8', 'item_9']",['item_20'],"['item_6', 'item_9', 'item_10', 'item_12', 'item_13', 'item_14', 'item_15', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25']",['item_2'],"['item_1', 'item_4', 'item_6', 'item_9', 'item_13', 'item_20', 'item_21', 'item_22']"
618,2,25,MPL,"['item_23', 'item_3', 'item_4', 'item_8']","['item_3', 'item_7']","['item_3', 'item_8', 'item_13', 'item_23', 'item_24']","['item_3', 'item_8']","['item_3', 'item_4', 'item_8', 'item_23']"
619,4,25,APP,"['item_22', 'item_7']",['item_22'],"['item_13', 'item_14', 'item_18']","['item_2', 'item_3', 'item_7', 'item_13', 'item_20']","['Item_7', 'Item_22']"
621,8,25,ADD,['item_16'],['item_21'],"['item_7', 'item_16', 'item_17', 'item_23']",['item_2'],['item_6']
622,2,25,ADD,['item_19'],"['item_24', 'item_25']","['item_24', 'item_19']",['item_2'],['item_19']
623,8,25,ADD,"['item_1', 'item_16']",['item_2'],"['item_5', 'item_6', 'item_17', 'item_18']","['item_6', 'item_11']",['item_1']
624,8,25,ADD,['item_16'],['item_2'],"['item_16', 'item_18']",['item_2'],['item_3']
625,4,25,ADD,['item_20'],"['item_20', 'item_21']","['item_7', 'item_19', 'item_20']","['item_8', 'item_20']",['item_20']
626,8,25,APP,"['item_1', 'item_15', 'item_6', 'item_8']",['item_6'],"['item_6', 'item_17']","['item_1', 'item_6', 'item_8']",['item_8']
627,8,25,LMS,['item_20'],['item_1'],"['item_7', 'item_17', 'item_20']","['item_3', 'item_7']",['item_23']
628,8,25,LMS,['item_1'],['item_11'],"['item_3', 'item_10', 'item_11', 'item_13', 'item_22']",['item_1'],"['item_1', 'item_20']"
629,8,25,MPL,"['item_1', 'item_11', 'item_12', 'item_14', 'item_15', 'item_17', 'item_2', 'item_22', 'item_23', 'item_4', 'item_8', 'item_9']",['item_22'],"['item_12', 'item_7', 'item_23']",['item_2'],"['item_1', 'item_2', 'item_4', 'item_8', 'item_9', 'item_11', 'item_12', 'item_14', 'item_15', 'item_17', 'item_22', 'item_23']"
630,4,25,LMS,"['item_11', 'item_3']",['item_3'],"['item_3', 'item_6', 'item_8', 'item_12', 'item_14', 'item_16', 'item_19', 'item_20', 'item_21']","['item_3', 'item_6']","['item_3', 'item_11']"
631,8,25,LMS,"['item_19', 'item_24']",['item_13'],"['item_7', 'item_15', 'item_17']","['item_7', 'item_13']",['item_10']
632,8,25,LMS,"['item_18', 'item_2', 'item_7', 'item_8']",['item_10'],"['item_8', 'item_10']",['item_1'],['item_10']
633,4,25,APP,['item_6'],['item_6'],"['item_6', 'item_8', 'item_10', 'item_17']",['item_6'],['Item_6']
634,4,25,ADD,['item_22'],"['item_22', 'item_23']","['item_7', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23']","['item_2', 'item_7', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25']",['item_22']
635,2,25,LMS,['item_25'],"['item_11', 'item_17']","['item_5', 'item_11', 'item_17']","['item_11', 'item_22', 'item_23']",['item_25']
636,2,25,LMS,"['item_1', 'item_8']","['item_20', 'item_21']","['item_18', 'item_19', 'item_20']","['item_1', 'item_8', 'item_20']","['item_1', 'item_8']"
637,2,25,ADD,"['item_16', 'item_4']","['item_16', 'item_7']","['item_7', 'item_16', 'item_17', 'item_24']","['item_7', 'item_16', 'item_4']","['item_4', 'item_16']"
638,8,25,ADD,['item_6'],['item_2'],"['item_6', 'item_12', 'item_17', 'item_18']",['item_2'],['item_6']
639,2,25,APP,"['item_15', 'item_20', 'item_3', 'item_4']","['item_6', 'item_20']","['item_10', 'item_20']","['item_10', 'item_15', 'item_23']","['item_3', 'item_4', 'item_15', 'item_20']"
640,8,25,MPL,"['item_1', 'item_11', 'item_12', 'item_15', 'item_17', 'item_18', 'item_2', 'item_20', 'item_21', 'item_24', 'item_25', 'item_3', 'item_5', 'item_6', 'item_7']",['item_17'],"['item_10', 'item_5', 'item_18', 'item_4', 'item_9']",['item_2'],"['item_1', 'item_2', 'item_3', 'item_5', 'item_6', 'item_7', 'item_8', 'item_11', 'item_12', 'item_15', 'item_17', 'item_18', 'item_20', 'item_21', 'item_24', 'item_25']"
641,2,25,MPL,"['item_1', 'item_14', 'item_16', 'item_22', 'item_3']",['item_24'],"['item_8', 'item_9', 'item_14', 'item_23', 'item_24']",['item_11'],"['item_3', 'item_14', 'item_16', 'item_22']"
