groupId,strategy,group_size,item_size,llm_recommendation,gold_recommendation
135,ADD,8,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_1', 'item_5']"
135,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4']","['item_2', 'item_4', 'item_3', 'item_1', 'item_5']"
135,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
135,MPL,8,5,['item_4'],"['item_2', 'item_3', 'item_4', 'item_1', 'item_5']"
136,ADD,4,5,['item_2'],"['item_5', 'item_4', 'item_3', 'item_2', 'item_1']"
136,APP,4,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_2', 'item_4']"
136,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_4', 'item_3', 'item_2']"
136,MPL,4,5,['item_2'],"['item_5', 'item_4', 'item_2', 'item_3', 'item_1']"
137,ADD,2,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
137,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
137,LMS,2,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_5', 'item_2', 'item_4']"
137,MPL,2,5,['item_3'],"['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
138,ADD,8,5,['item_2'],"['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
138,APP,8,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
138,LMS,8,5,"['item_1', 'item_2']","['item_1', 'item_4', 'item_2', 'item_3', 'item_5']"
138,MPL,8,5,['item_5'],"['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
139,ADD,4,5,['item_2'],"['item_1', 'item_5', 'item_3', 'item_4', 'item_2']"
139,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
139,LMS,4,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
139,MPL,4,5,['item_2'],"['item_1', 'item_5', 'item_2', 'item_4', 'item_3']"
140,ADD,4,5,['item_2'],"['item_5', 'item_2', 'item_4', 'item_1', 'item_3']"
140,APP,4,5,['item_2'],"['item_1', 'item_2', 'item_4', 'item_5', 'item_3']"
140,LMS,4,5,['item_2'],"['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
140,MPL,4,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_1', 'item_4']"
141,ADD,4,5,"['item_2', 'item_3', 'item_4']","['item_4', 'item_2', 'item_1', 'item_5', 'item_3']"
141,APP,4,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_2', 'item_5']"
141,LMS,4,5,"['item_1', 'item_2']","['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
141,MPL,4,5,['item_4'],"['item_1', 'item_4', 'item_2', 'item_5', 'item_3']"
142,ADD,2,5,['item_2'],"['item_4', 'item_3', 'item_2', 'item_5', 'item_1']"
142,APP,2,5,['item_1'],"['item_2', 'item_3', 'item_4']"
142,LMS,2,5,['item_2'],"['item_4', 'item_5', 'item_3', 'item_1', 'item_2']"
142,MPL,2,5,['item_2'],"['item_3', 'item_4', 'item_2', 'item_5', 'item_1']"
143,ADD,8,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
143,APP,8,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_5', 'item_4']"
143,LMS,8,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
143,MPL,8,5,['item_5'],"['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
144,ADD,2,5,['item_2'],"['item_2', 'item_5', 'item_3', 'item_4', 'item_1']"
144,APP,2,5,['item_1'],"['item_2', 'item_3', 'item_4', 'item_5']"
144,LMS,2,5,['item_2'],"['item_5', 'item_2', 'item_3', 'item_1', 'item_4']"
144,MPL,2,5,['item_4'],"['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
145,ADD,4,5,"['item_3', 'item_5']","['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
145,APP,4,5,['item_3'],"['item_5', 'item_2', 'item_3', 'item_4']"
145,LMS,4,5,['item_3'],"['item_3', 'item_5', 'item_2', 'item_1', 'item_4']"
145,MPL,4,5,['item_3'],"['item_2', 'item_5', 'item_3', 'item_4', 'item_1']"
146,ADD,4,5,"['item_2', 'item_1']","['item_1', 'item_3', 'item_2', 'item_5', 'item_4']"
146,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
146,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
146,MPL,4,5,['item_4'],"['item_2', 'item_4', 'item_3', 'item_1', 'item_5']"
147,ADD,4,5,['item_3'],"['item_4', 'item_3', 'item_2', 'item_5', 'item_1']"
147,APP,4,5,['item_3'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
147,LMS,4,5,['item_3'],"['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
147,MPL,4,5,['item_3'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
148,ADD,8,5,"['item_2', 'item_5']","['item_1', 'item_2', 'item_5', 'item_4', 'item_3']"
148,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
148,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
148,MPL,8,5,['item_5'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
149,ADD,4,5,['item_3'],"['item_3', 'item_5', 'item_2', 'item_1', 'item_4']"
149,APP,4,5,"['item_1', 'item_3']","['item_3', 'item_5', 'item_2', 'item_4']"
149,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_5']","['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
149,MPL,4,5,['item_3'],"['item_3', 'item_5', 'item_4', 'item_2', 'item_1']"
150,ADD,2,5,['item_2'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
150,APP,2,5,"['item_1', 'item_2']","['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
150,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_2', 'item_3', 'item_5', 'item_1']"
150,MPL,2,5,['item_4'],"['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
151,ADD,4,5,['item_2'],"['item_5', 'item_2', 'item_3', 'item_1', 'item_4']"
151,APP,4,5,"['item_1', 'item_2']","['item_5', 'item_2', 'item_3', 'item_4']"
151,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_3', 'item_2', 'item_1', 'item_4']"
151,MPL,4,5,['item_2'],"['item_3', 'item_5', 'item_2', 'item_4', 'item_1']"
152,ADD,2,5,['item_2'],"['item_2', 'item_4', 'item_5', 'item_1', 'item_3']"
152,APP,2,5,['item_1'],"['item_2', 'item_4', 'item_5']"
152,LMS,2,5,['item_2'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
152,MPL,2,5,['item_4'],"['item_2', 'item_5', 'item_4', 'item_1', 'item_3']"
153,ADD,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
153,APP,8,5,"['item_1', 'item_2']","['item_5', 'item_1', 'item_2', 'item_3']"
153,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
153,MPL,8,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
154,ADD,2,5,['item_2'],"['item_5', 'item_1', 'item_4', 'item_2', 'item_3']"
154,APP,2,5,['item_1'],"['item_1', 'item_4', 'item_5']"
154,LMS,2,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
154,MPL,2,5,['item_5'],"['item_1', 'item_4', 'item_5', 'item_3', 'item_2']"
155,ADD,2,5,"['item_4', 'item_5']","['item_5', 'item_4', 'item_1', 'item_2', 'item_3']"
155,APP,2,5,"['item_1', 'item_4']","['item_5', 'item_4', 'item_2', 'item_1']"
155,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
155,MPL,2,5,['item_4'],"['item_5', 'item_4', 'item_1', 'item_2', 'item_3']"
156,ADD,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
156,APP,8,5,"['item_1', 'item_2']","['item_2', 'item_1', 'item_3', 'item_5', 'item_4']"
156,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_4', 'item_5', 'item_1', 'item_2']"
156,MPL,8,5,['item_2'],"['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
157,ADD,4,5,"['item_3', 'item_4']","['item_1', 'item_5', 'item_2', 'item_4', 'item_3']"
157,APP,4,5,"['item_1', 'item_3']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
157,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
157,MPL,4,5,['item_3'],"['item_2', 'item_1', 'item_4', 'item_5', 'item_3']"
158,ADD,4,5,['item_2'],"['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
158,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_1', 'item_3', 'item_4', 'item_5']"
158,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_1', 'item_5', 'item_3', 'item_4']"
158,MPL,4,5,['item_2'],"['item_2', 'item_4', 'item_3', 'item_1', 'item_5']"
159,ADD,2,5,['item_2'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
159,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_5']"
159,LMS,2,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_3', 'item_2', 'item_4']"
159,MPL,2,5,['item_2'],"['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
160,ADD,8,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
160,APP,8,5,['item_2'],"['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
160,LMS,8,5,"['item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
160,MPL,8,5,['item_2'],"['item_2', 'item_5', 'item_3', 'item_1', 'item_4']"
161,ADD,2,5,"['item_4', 'item_5']","['item_3', 'item_4', 'item_5', 'item_1', 'item_2']"
161,APP,2,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_5']"
161,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
161,MPL,2,5,['item_2'],"['item_3', 'item_4', 'item_5', 'item_1', 'item_2']"
162,ADD,2,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
162,APP,2,5,"['item_1', 'item_2']",['item_5']
162,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
162,MPL,2,5,['item_5'],"['item_5', 'item_4', 'item_2', 'item_3', 'item_1']"
163,ADD,4,5,['item_5'],"['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
163,APP,4,5,"['item_1', 'item_3']","['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
163,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
163,MPL,4,5,['item_5'],"['item_1', 'item_2', 'item_5', 'item_4', 'item_3']"
164,ADD,4,5,"['item_2', 'item_1']","['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
164,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
164,LMS,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
164,MPL,4,5,['item_5'],"['item_2', 'item_5', 'item_3', 'item_4', 'item_1']"
165,ADD,4,5,['item_2'],"['item_4', 'item_2', 'item_3', 'item_5', 'item_1']"
165,APP,4,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
165,LMS,4,5,"['item_1', 'item_2']","['item_4', 'item_5', 'item_3', 'item_1', 'item_2']"
165,MPL,4,5,['item_2'],"['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
166,ADD,2,5,['item_2'],"['item_3', 'item_2', 'item_5', 'item_1', 'item_4']"
166,APP,2,5,"['item_1', 'item_2']","['item_2', 'item_3', 'item_1', 'item_5']"
166,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_2', 'item_5', 'item_4', 'item_1']"
166,MPL,2,5,['item_2'],"['item_3', 'item_1', 'item_2', 'item_5', 'item_4']"
167,ADD,2,5,['item_4'],"['item_4', 'item_3', 'item_1', 'item_2', 'item_5']"
167,APP,2,5,"['item_1', 'item_2']","['item_4', 'item_3']"
167,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_3', 'item_2', 'item_1', 'item_5']"
167,MPL,2,5,['item_3'],"['item_3', 'item_4', 'item_1', 'item_2', 'item_5']"
168,ADD,2,5,['item_2'],"['item_5', 'item_4', 'item_2', 'item_1', 'item_3']"
168,APP,2,5,['item_1'],"['item_1', 'item_2', 'item_4', 'item_5']"
168,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
168,MPL,2,5,['item_2'],"['item_2', 'item_1', 'item_4', 'item_5', 'item_3']"
169,ADD,8,5,"['item_2', 'item_3']","['item_3', 'item_2', 'item_1', 'item_5', 'item_4']"
169,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_5']","['item_3', 'item_2', 'item_5', 'item_1', 'item_4']"
169,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_3', 'item_2', 'item_4', 'item_5']"
169,MPL,8,5,['item_2'],"['item_2', 'item_3', 'item_4', 'item_1', 'item_5']"
170,ADD,2,5,['item_2'],"['item_3', 'item_2', 'item_5', 'item_1', 'item_4']"
170,APP,2,5,['item_1'],"['item_2', 'item_3']"
170,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_2', 'item_4', 'item_1', 'item_5']"
170,MPL,2,5,['item_2'],"['item_2', 'item_3', 'item_5', 'item_1', 'item_4']"
171,ADD,4,5,['item_4'],"['item_5', 'item_4', 'item_3', 'item_2', 'item_1']"
171,APP,4,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_1', 'item_3']"
171,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_5', 'item_1', 'item_3', 'item_4']"
171,MPL,4,5,['item_3'],"['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
172,ADD,8,5,"['item_4', 'item_5']","['item_4', 'item_5', 'item_1', 'item_3', 'item_2']"
172,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_1', 'item_5', 'item_3', 'item_2']"
172,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_4', 'item_1', 'item_2']"
172,MPL,8,5,['item_4'],"['item_3', 'item_4', 'item_1', 'item_5', 'item_2']"
173,ADD,2,5,['item_2'],"['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
173,APP,2,5,['item_1'],"['item_1', 'item_3']"
173,LMS,2,5,"['item_1', 'item_2']","['item_4', 'item_1', 'item_3', 'item_5', 'item_2']"
173,MPL,2,5,['item_2'],"['item_1', 'item_3', 'item_4', 'item_5', 'item_2']"
174,ADD,2,5,['item_2'],"['item_5', 'item_3', 'item_4', 'item_2', 'item_1']"
174,APP,2,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_3', 'item_2']"
174,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_3', 'item_2', 'item_1']"
174,MPL,2,5,['item_2'],"['item_3', 'item_5', 'item_2', 'item_4', 'item_1']"
175,ADD,2,5,['item_2'],"['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
175,APP,2,5,['item_1'],"['item_3', 'item_1', 'item_2', 'item_5']"
175,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_1', 'item_5', 'item_2', 'item_4']"
175,MPL,2,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_1', 'item_4']"
176,ADD,8,5,"['item_2', 'item_4']","['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
176,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_4', 'item_1', 'item_2', 'item_3', 'item_5']"
176,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
176,MPL,8,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
177,ADD,8,5,['item_2'],"['item_5', 'item_2', 'item_3', 'item_4', 'item_1']"
177,APP,8,5,"['item_2', 'item_4']","['item_2', 'item_5', 'item_4', 'item_3', 'item_1']"
177,LMS,8,5,"['item_2', 'item_4']","['item_2', 'item_1', 'item_3', 'item_4', 'item_5']"
177,MPL,8,5,['item_4'],"['item_3', 'item_1', 'item_4', 'item_5', 'item_2']"
178,ADD,4,5,"['item_4', 'item_5']","['item_5', 'item_1', 'item_4', 'item_2', 'item_3']"
178,APP,4,5,"['item_1', 'item_4']","['item_1', 'item_5', 'item_4', 'item_2']"
178,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
178,MPL,4,5,"['item_4', 'item_5']","['item_2', 'item_5', 'item_1', 'item_4', 'item_3']"
179,ADD,8,5,"['item_2', 'item_4']","['item_4', 'item_2', 'item_5', 'item_1', 'item_3']"
179,APP,8,5,"['item_3', 'item_4']","['item_4', 'item_2', 'item_5', 'item_3']"
179,LMS,8,5,"['item_3', 'item_4']","['item_2', 'item_5', 'item_4', 'item_1', 'item_3']"
179,MPL,8,5,['item_4'],"['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
180,ADD,4,5,['item_2'],"['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
180,APP,4,5,['item_2'],"['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
180,LMS,4,5,['item_4'],"['item_4', 'item_2', 'item_1', 'item_3', 'item_5']"
180,MPL,4,5,['item_4'],"['item_2', 'item_4', 'item_1', 'item_3', 'item_5']"
181,ADD,4,5,['item_2'],"['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
181,APP,4,5,"['item_1', 'item_3']","['item_3', 'item_1', 'item_2']"
181,LMS,4,5,"['item_1', 'item_3']","['item_3', 'item_1', 'item_2', 'item_4', 'item_5']"
181,MPL,4,5,['item_3'],"['item_3', 'item_1', 'item_2', 'item_5', 'item_4']"
182,ADD,8,5,"['item_2', 'item_1']","['item_1', 'item_2', 'item_5', 'item_4', 'item_3']"
182,APP,8,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
182,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_3', 'item_2', 'item_5']"
182,MPL,8,5,"['item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
183,ADD,8,5,"['item_4', 'item_5']","['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
183,APP,8,5,"['item_2', 'item_4']","['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
183,LMS,8,5,"['item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
183,MPL,8,5,['item_4'],"['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
184,ADD,2,5,['item_5'],"['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
184,APP,2,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_5']"
184,LMS,2,5,"['item_1', 'item_2']","['item_5', 'item_4', 'item_1', 'item_2', 'item_3']"
184,MPL,2,5,['item_5'],"['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
185,ADD,4,5,['item_5'],"['item_1', 'item_2', 'item_4', 'item_5', 'item_3']"
185,APP,4,5,"['item_1', 'item_2']","['item_2', 'item_1', 'item_4', 'item_5']"
185,LMS,4,5,"['item_1', 'item_2']","['item_1', 'item_2', 'item_4', 'item_3', 'item_5']"
185,MPL,4,5,['item_3'],"['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
186,ADD,4,5,['item_5'],"['item_5', 'item_3', 'item_1', 'item_2', 'item_4']"
186,APP,4,5,['item_5'],"['item_5', 'item_3', 'item_1', 'item_2', 'item_4']"
186,LMS,4,5,"['item_1', 'item_2', 'item_4', 'item_5']","['item_5', 'item_2', 'item_1', 'item_3', 'item_4']"
186,MPL,4,5,['item_5'],"['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
187,ADD,4,5,"['item_4', 'item_5']","['item_5', 'item_1', 'item_2', 'item_4', 'item_3']"
187,APP,4,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_2', 'item_4']"
187,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_4', 'item_2', 'item_1', 'item_3']"
187,MPL,4,5,['item_5'],"['item_1', 'item_2', 'item_5', 'item_4', 'item_3']"
188,ADD,4,5,['item_2'],"['item_3', 'item_5', 'item_2', 'item_1', 'item_4']"
188,APP,4,5,['item_3'],"['item_3', 'item_2', 'item_4', 'item_5']"
188,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
188,MPL,4,5,['item_3'],"['item_3', 'item_5', 'item_2', 'item_4', 'item_1']"
189,ADD,2,5,"['item_3', 'item_4']","['item_4', 'item_3', 'item_5', 'item_2', 'item_1']"
189,APP,2,5,"['item_1', 'item_2']","['item_3', 'item_4']"
189,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_4', 'item_5', 'item_2', 'item_1']"
189,MPL,2,5,['item_4'],"['item_4', 'item_3', 'item_1', 'item_2', 'item_5']"
190,ADD,8,5,"['item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3', 'item_4', 'item_5', 'item_1']"
190,APP,8,5,"['item_3', 'item_4']","['item_2', 'item_4', 'item_3', 'item_5', 'item_1']"
190,LMS,8,5,"['item_3', 'item_4', 'item_5']","['item_3', 'item_2', 'item_1', 'item_4', 'item_5']"
190,MPL,8,5,['item_2'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
191,ADD,4,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_4', 'item_2', 'item_3']"
191,APP,4,5,"['item_1', 'item_4']","['item_1', 'item_5', 'item_2', 'item_4']"
191,LMS,4,5,"['item_1', 'item_3', 'item_4', 'item_5']","['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
191,MPL,4,5,['item_5'],"['item_5', 'item_4', 'item_2', 'item_1', 'item_3']"
192,ADD,2,5,['item_5'],"['item_5', 'item_3', 'item_4', 'item_1', 'item_2']"
192,APP,2,5,['item_1'],"['item_4', 'item_5']"
192,LMS,2,5,"['item_1', 'item_2']","['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
192,MPL,2,5,['item_5'],"['item_5', 'item_4', 'item_3', 'item_1', 'item_2']"
193,ADD,4,5,"['item_3', 'item_4']","['item_1', 'item_4', 'item_3', 'item_5', 'item_2']"
193,APP,4,5,"['item_1', 'item_3']","['item_1', 'item_3', 'item_4', 'item_2', 'item_5']"
193,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
193,MPL,4,5,['item_3'],"['item_1', 'item_3', 'item_4', 'item_2', 'item_5']"
194,ADD,2,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
194,APP,2,5,['item_1'],"['item_3', 'item_5']"
194,LMS,2,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_1', 'item_4']"
194,MPL,2,5,['item_2'],"['item_5', 'item_3', 'item_2', 'item_4', 'item_1']"
195,ADD,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_4', 'item_3']"
195,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_4', 'item_3']"
195,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
195,MPL,8,5,['item_5'],"['item_1', 'item_2', 'item_5', 'item_3', 'item_4']"
196,ADD,8,5,"['item_4', 'item_5']","['item_1', 'item_5', 'item_2', 'item_4', 'item_3']"
196,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_5', 'item_4', 'item_3', 'item_2']"
196,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
196,MPL,8,5,['item_5'],"['item_5', 'item_4', 'item_1', 'item_3', 'item_2']"
197,ADD,2,5,['item_5'],"['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
197,APP,2,5,"['item_1', 'item_2']","['item_1', 'item_5', 'item_2', 'item_3']"
197,LMS,2,5,['item_5'],"['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
197,MPL,2,5,['item_5'],"['item_1', 'item_5', 'item_2', 'item_3', 'item_4']"
198,ADD,2,5,['item_2'],"['item_4', 'item_2', 'item_5', 'item_1', 'item_3']"
198,APP,2,5,['item_1'],['item_4']
198,LMS,2,5,['item_2'],"['item_4', 'item_5', 'item_2', 'item_1', 'item_3']"
198,MPL,2,5,['item_4'],"['item_4', 'item_2', 'item_5', 'item_1', 'item_3']"
199,ADD,4,5,"['item_2', 'item_3']","['item_3', 'item_5', 'item_1', 'item_4', 'item_2']"
199,APP,4,5,"['item_1', 'item_3']","['item_5', 'item_1', 'item_3', 'item_2', 'item_4']"
199,LMS,4,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_3', 'item_4', 'item_2']"
199,MPL,4,5,['item_4'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
200,ADD,8,5,"['item_2', 'item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_2', 'item_1', 'item_4']"
200,APP,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_5', 'item_1', 'item_2', 'item_3', 'item_4']"
200,LMS,8,5,"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']","['item_2', 'item_3', 'item_1', 'item_4', 'item_5']"
200,MPL,8,5,"['item_3', 'item_4', 'item_5']","['item_3', 'item_5', 'item_1', 'item_2', 'item_4']"
201,ADD,8,5,"['item_2', 'item_4', 'item_5']","['item_5', 'item_2', 'item_4', 'item_1', 'item_3']"
201,APP,8,5,"['item_2', 'item_4']","['item_5', 'item_2', 'item_4', 'item_1', 'item_3']"
201,LMS,8,5,['item_5'],"['item_1', 'item_2', 'item_3', 'item_4', 'item_5']"
201,MPL,8,5,['item_2'],"['item_2', 'item_5', 'item_4', 'item_1', 'item_3']"
