user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,groupId
user_36222,8,9,4,5,1,3,5,7,5,8,466
user_53302,2,4,3,7,5,9,7,6,4,1,466
user_47584,1,3,1,7,1,8,7,8,4,4,467
user_63108,3,9,4,1,2,6,2,7,7,1,467
user_58631,4,10,8,5,3,3,6,5,1,5,467
user_69112,6,7,10,4,3,6,4,1,2,4,467
user_34295,10,4,4,9,5,10,8,9,2,1,467
user_84664,9,5,3,2,6,5,5,10,2,4,467
user_38091,1,1,7,8,8,6,7,3,7,1,467
user_46918,3,2,1,6,5,2,10,7,9,7,467
user_73589,8,2,1,8,4,5,5,1,4,1,468
user_95404,8,1,7,1,3,6,4,2,6,3,468
user_99397,7,5,10,7,5,9,4,1,3,4,469
user_57875,4,10,6,2,9,2,7,6,7,9,469
user_34767,3,4,1,6,5,1,9,10,1,2,469
user_89518,6,3,8,7,5,4,5,3,8,10,469
user_40129,7,4,6,10,4,6,6,5,10,1,469
user_56836,9,4,2,7,2,8,5,6,7,10,469
user_92882,1,5,8,5,2,5,4,10,6,5,469
user_81202,5,9,6,4,5,3,2,9,6,3,469
user_86461,4,10,6,7,6,8,7,6,5,1,470
user_99276,1,8,3,6,3,4,8,7,7,9,470
user_82506,3,3,8,9,8,5,7,5,1,9,470
user_92593,4,9,3,10,5,5,6,9,7,4,470
user_75816,9,6,4,9,2,9,3,8,10,5,471
user_29364,2,10,9,2,9,7,2,10,1,3,471
user_76839,6,6,4,4,3,5,10,2,10,4,472
user_83464,7,10,1,6,4,4,3,8,10,5,472
user_70512,3,3,1,7,1,6,4,4,2,5,473
user_24718,8,10,6,1,8,7,3,2,8,8,473
user_94789,4,2,1,10,7,3,8,5,10,6,473
user_96729,8,1,1,1,6,2,9,9,4,7,473
user_94649,2,5,8,5,5,10,8,5,4,7,474
user_44807,10,9,8,8,1,2,8,2,7,10,474
user_89964,7,8,5,8,1,7,3,9,6,3,474
user_80385,4,4,2,5,7,10,2,5,1,4,474
user_77850,2,9,7,5,8,9,5,9,8,3,475
user_49868,7,2,7,9,1,5,2,6,8,9,475
user_80463,4,2,3,6,10,10,3,5,4,4,475
user_80966,3,6,2,4,7,8,1,9,2,3,475
user_15851,2,3,7,8,4,4,8,4,6,4,476
user_13858,2,1,3,10,8,4,3,7,10,9,476
user_45299,2,9,7,7,6,9,7,6,3,4,476
user_85822,5,8,4,6,6,10,3,3,1,2,476
user_13689,1,6,4,6,8,10,10,5,8,7,477
user_93130,10,5,10,8,1,9,7,5,3,6,477
user_72339,4,6,8,4,6,8,3,4,3,9,477
user_85868,9,7,9,6,10,3,2,2,9,6,477
user_20226,8,4,3,4,2,10,3,1,9,5,477
user_40664,7,2,1,7,9,8,10,3,5,1,477
user_58272,4,3,2,9,8,1,6,9,2,7,477
user_61759,8,2,5,7,1,9,6,3,10,4,477
user_66078,10,4,10,5,7,2,6,5,1,9,478
user_25748,8,7,3,7,6,2,2,10,1,3,478
user_42586,7,7,3,7,1,9,5,2,2,6,478
user_89720,9,3,4,5,7,10,4,4,7,6,478
user_44461,3,2,7,10,1,5,8,8,7,9,478
user_78272,5,2,6,9,5,7,6,7,1,6,478
user_71330,7,9,6,7,5,4,7,5,7,3,478
user_11857,2,2,10,8,8,4,6,8,7,5,478
user_79801,8,8,9,7,7,4,5,6,4,3,479
user_62879,6,3,9,4,2,8,1,1,4,8,479
user_97256,7,5,1,6,7,9,9,5,9,7,480
user_56388,10,2,3,2,3,1,9,7,6,8,480
user_56994,5,6,9,10,3,4,1,10,7,9,480
user_84291,7,1,8,4,1,4,10,1,8,9,480
user_65447,2,8,5,9,5,2,6,1,2,5,481
user_90701,5,7,6,1,7,3,10,9,4,4,481
user_10894,8,5,2,1,8,7,4,2,9,3,481
user_27671,4,4,6,5,10,1,10,6,5,10,481
user_68498,3,4,6,8,3,3,9,8,1,5,482
user_64036,10,9,8,10,2,7,5,8,5,7,482
user_32579,10,8,10,3,10,6,8,10,2,1,483
user_65383,4,9,8,10,3,2,3,9,1,6,483
user_80843,6,2,6,2,8,6,6,9,8,2,483
user_37543,1,7,6,3,5,2,10,8,6,5,483
user_94719,4,4,7,2,3,9,2,10,10,6,483
user_33625,10,8,6,3,1,9,9,6,7,10,483
user_83323,4,6,3,5,4,8,8,9,5,2,483
user_55635,8,7,9,4,5,5,6,2,2,7,483
user_72355,7,10,9,2,8,8,8,10,6,4,484
user_86117,10,1,9,1,7,7,6,4,8,9,484
user_55385,10,5,1,10,7,4,9,2,6,5,485
user_18561,3,4,6,6,4,5,1,2,6,3,485
user_68724,2,3,1,1,1,1,4,10,3,4,485
user_47002,10,1,7,1,5,4,4,1,10,6,485
user_29290,10,4,8,5,2,4,6,10,2,2,485
user_84184,10,9,6,2,5,2,6,6,10,4,485
user_95869,9,6,7,4,7,10,2,2,8,5,485
user_15300,9,7,8,10,4,8,6,3,6,9,485
user_20531,7,10,5,6,10,6,4,6,8,1,486
user_99211,4,10,4,2,9,6,1,6,10,6,486
user_18306,1,2,6,8,4,8,10,4,5,4,486
user_57743,1,7,3,1,4,6,4,6,9,8,486
user_82276,2,4,6,7,10,9,3,7,9,5,487
user_40648,9,2,9,9,1,8,1,10,6,3,487
user_17665,1,2,5,10,10,8,8,6,2,4,488
user_73728,9,2,7,8,8,7,5,4,2,6,488
user_80186,8,3,6,5,8,8,8,6,3,1,488
user_90889,1,10,9,6,5,3,6,4,1,3,488
user_31783,8,7,4,6,10,2,3,1,4,7,488
user_28118,2,10,1,5,5,5,1,8,6,5,488
user_13346,1,1,6,7,7,8,6,9,7,9,488
user_40383,6,3,7,6,6,6,1,5,9,3,488
user_11874,7,1,10,5,9,6,7,1,6,4,489
user_96765,4,1,7,7,4,4,2,9,9,7,489
user_19652,10,5,10,5,8,10,1,8,8,3,489
user_25136,6,2,6,3,8,10,2,3,6,10,489
user_73703,3,3,8,10,5,1,5,10,6,10,489
user_62512,2,6,6,7,6,4,9,6,4,8,489
user_34791,2,8,9,3,6,1,5,4,1,9,489
user_79727,4,1,1,8,3,9,9,7,9,9,489
user_20092,3,8,3,8,1,9,3,7,3,7,490
user_81074,3,7,5,4,8,1,6,3,7,2,490
user_87296,5,7,8,3,6,6,1,6,2,9,491
user_52861,5,10,6,8,2,7,9,1,7,10,491
user_34352,7,2,9,1,6,9,7,8,1,4,491
user_75018,7,7,1,9,6,6,3,5,6,1,491
user_55900,6,6,9,10,7,7,4,6,6,5,492
user_68543,4,10,4,5,4,7,2,5,3,2,492
user_42927,5,6,10,3,3,3,5,6,9,5,492
user_99106,5,10,1,10,1,5,2,7,4,5,492
user_56475,6,10,7,6,1,1,4,2,3,9,492
user_95345,7,7,9,8,6,9,5,8,7,10,492
user_62186,5,5,10,1,9,1,5,10,8,6,492
user_48888,7,8,5,8,5,1,8,7,4,6,492
user_52905,2,2,3,9,2,3,6,10,4,1,493
user_72049,10,8,10,3,7,10,4,6,2,5,493
user_54599,5,10,6,1,1,4,10,10,5,9,493
user_85888,3,6,10,1,9,7,8,2,8,2,493
user_12446,5,10,4,10,7,3,1,4,2,5,494
user_48089,1,6,10,7,3,2,10,7,10,10,494
user_74370,3,4,1,2,6,2,3,2,10,6,494
user_66297,8,3,9,3,10,9,5,8,3,5,494
user_23713,9,9,1,5,8,5,3,6,10,4,495
user_58497,3,2,1,8,5,6,1,10,7,1,495
user_38914,5,5,6,10,5,7,6,9,7,9,495
user_42076,7,8,10,10,4,10,3,6,2,6,495
user_70942,1,7,3,3,5,1,8,6,7,7,495
user_29705,9,4,4,2,1,10,10,1,2,9,495
user_85937,3,6,2,7,4,7,7,7,6,4,495
user_98328,8,8,7,4,3,4,6,8,2,5,495
user_62119,10,1,3,4,9,10,8,8,5,6,496
user_67086,1,1,5,1,3,1,3,1,6,10,496
user_72834,1,5,3,1,9,6,3,8,3,8,496
user_27204,5,4,2,8,5,6,5,6,6,10,496
user_25814,5,4,8,5,3,7,4,5,10,5,497
user_71521,10,3,10,9,1,6,6,1,10,10,497
user_82946,5,2,5,1,9,8,7,10,8,4,497
user_40708,3,2,4,8,5,5,3,9,7,6,497
user_34063,5,3,7,2,2,6,3,4,4,6,497
user_56998,9,9,3,3,10,5,8,10,6,8,497
user_50955,8,6,7,3,5,8,7,7,4,8,497
user_92246,5,10,10,7,8,2,8,4,3,6,497
user_89714,10,7,9,4,9,3,10,9,10,5,498
user_23079,5,7,2,9,10,1,6,3,5,6,498
user_29031,3,6,8,8,4,5,8,9,6,2,498
user_18278,9,1,4,5,9,2,4,8,3,5,498
user_75504,9,6,2,10,9,10,4,4,9,3,498
user_66845,1,9,5,3,10,1,1,1,3,10,498
user_17970,2,4,10,10,6,10,8,6,8,9,498
user_42248,5,4,10,6,10,8,7,1,6,2,498
user_95427,10,9,9,8,9,7,2,8,6,1,499
user_88611,5,10,6,6,1,5,2,4,6,10,499
user_76035,3,3,7,1,10,2,10,6,10,10,499
user_36049,7,9,10,6,5,1,5,8,5,7,499
user_73974,7,7,7,2,7,3,4,1,3,1,499
user_89004,8,6,10,2,4,3,4,9,10,1,499
user_50149,5,10,4,9,6,2,6,3,6,5,499
user_22863,8,5,2,10,5,5,1,3,7,1,499
user_65835,7,1,3,2,2,10,1,6,3,7,500
user_52461,1,5,3,9,3,2,1,10,7,2,500
user_97202,10,5,8,5,4,6,1,9,8,1,500
user_66302,3,6,5,4,3,8,7,10,9,6,500
